"subject","block","leftpoints","rightpoints","responselocation","rsi","rt","blocktime","transcode","stimrep","current_pv","other_pv","difference","subject_error","rt_mean","rt_sd"
1,4,8,9,"right",200,641,108.576,0,0,9,8,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,1,9,"right",1100,473,108.576,0,0,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,4,2,8,"right",200,576,108.576,0,1,8,2,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,3,"left",200,1595,108.576,1,0,3,5,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,5,"left",200,1012,108.576,0,0,10,5,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,1,"left",1100,325,108.576,0,1,8,1,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,4,5,5,"left",1100,338,108.576,0,1,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,9,"left",1100,766,108.576,0,0,7,9,2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,3,"left",200,833,108.576,0,0,10,3,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,1,"left",1100,1249,108.576,0,0,7,1,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,4,4,3,"left",1100,3808,108.576,0,1,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,6,"left",200,870,108.576,0,0,7,6,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,2,"left",200,637,108.576,0,0,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,4,1,10,"right",200,893,108.576,1,0,1,10,9,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,8,"right",1100,579,108.576,0,0,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,6,8,"right",200,789,108.576,0,0,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,8,5,"left",200,991,108.576,1,0,5,8,3,0.0225846925972397,1067.24709302326,871.000777932449
1,4,10,8,"left",200,1128,108.576,0,0,10,8,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,4,7,6,"right",200,2028,108.576,1,0,7,6,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,5,6,"right",200,627,110.58,0,0,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,1,4,"right",1100,324,110.58,0,0,4,1,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,3,"left",200,1393,110.58,1,0,3,4,1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,3,"right",200,994,110.58,1,1,2,3,1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,8,9,"right",1100,380,110.58,0,0,9,8,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,4,"right",1100,343,110.58,0,0,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,7,5,"left",1100,1107,110.58,1,0,5,7,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,10,1,"left",1100,392,110.58,0,1,10,1,-9,0.0225846925972397,1067.24709302326,871.000777932449
1,5,1,3,"right",1100,435,110.58,1,1,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,3,"left",200,1267,110.58,1,0,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,5,3,10,"right",200,744,110.58,1,1,3,10,7,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,2,"left",200,1020,110.58,1,0,2,6,4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,6,"left",200,1100,110.58,0,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,7,7,"right",1100,329,110.58,1,1,7,7,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,8,9,"right",200,486,110.58,0,0,9,8,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,1,7,"right",1100,380,110.58,0,0,7,1,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,2,"left",200,975,110.58,1,1,2,4,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,1,"left",200,1090,110.58,0,0,6,1,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,10,9,"left",1100,439,110.58,0,1,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,2,"left",1100,632,110.58,0,0,9,2,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,5,1,9,"right",1100,328,110.58,1,1,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,5,3,8,"right",200,509,110.58,0,1,8,3,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,10,"right",1100,626,110.58,0,0,10,2,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,4,"left",1100,955,110.58,1,0,4,9,5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,3,5,"right",200,1014,110.58,1,1,3,5,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,10,"right",1100,1143,110.58,0,0,10,6,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,10,"right",200,458,110.58,0,0,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,7,8,"right",200,1970,110.58,0,0,8,7,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,7,"right",1100,651,110.58,0,0,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,9,"right",1100,395,110.58,0,0,9,4,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,8,9,"right",1100,325,110.58,0,0,9,8,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,2,"left",200,929,110.58,1,0,2,4,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,4,"right",200,805,110.58,1,0,2,4,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,9,"right",1100,1247,110.58,0,1,9,4,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,10,4,"left",1100,1644,110.58,1,1,4,10,6,0.0225846925972397,1067.24709302326,871.000777932449
1,5,7,10,"right",200,1547,110.58,1,0,7,10,3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,3,1,"left",200,1030,110.58,1,0,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,8,"right",1100,294,110.58,1,0,4,8,4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,8,"right",200,548,110.58,0,0,8,6,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,10,10,"right",1100,328,110.58,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,10,"right",1100,365,110.58,0,0,10,2,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,1,"right",1100,632,110.58,0,0,1,2,1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,7,2,"left",1100,3112,110.58,1,0,2,7,5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,5,7,"right",200,755,110.58,1,0,5,7,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,7,"right",200,686,110.58,0,0,7,6,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,6,"right",200,764,110.58,0,0,6,2,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,3,"left",1100,807,110.58,1,1,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,1,"left",200,585,110.58,0,0,4,1,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,10,6,"left",200,491,110.58,0,1,10,6,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,4,4,"left",1100,1161,110.58,0,1,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,3,"right",200,1179,110.58,1,0,2,3,1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,3,"right",200,2045,110.58,0,0,3,2,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,7,"left",200,1308,110.58,1,0,7,9,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,5,"left",200,952,110.58,0,1,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,5,9,"right",1100,435,110.58,1,0,5,9,4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,10,1,"left",200,844,110.58,1,0,1,10,9,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,5,"left",200,659,110.58,0,0,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,7,7,"left",1100,427,110.58,0,0,7,7,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,3,1,"left",1100,1412,110.58,0,0,3,1,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,8,"right",1100,1524,110.58,1,0,6,8,2,0.0225846925972397,1067.24709302326,871.000777932449
1,5,9,6,"left",200,3392,110.58,1,0,6,9,3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,1,1,"right",1100,447,110.58,1,0,1,1,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,2,"right",200,1784,110.58,0,0,2,2,0,0.0225846925972397,1067.24709302326,871.000777932449
1,5,5,10,"right",200,497,110.58,0,1,10,5,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,5,1,9,"right",200,615,110.58,0,0,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,5,5,8,"right",1100,328,110.58,0,0,8,5,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,5,6,"right",200,813,110.58,0,0,6,5,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,5,2,6,"right",1100,494,110.58,0,1,6,2,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,8,4,"left",1100,557,110.58,1,1,4,8,4,0.0225846925972397,1067.24709302326,871.000777932449
1,5,6,3,"left",200,1352,110.58,0,0,6,3,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,5,8,10,"right",200,714,110.58,1,1,8,10,2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,3,"right",200,1626,109.391,1,0,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,2,"right",1100,449,109.391,0,0,2,1,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,2,9,"right",200,417,109.391,0,1,9,2,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,4,"right",200,1426,109.391,0,0,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,8,8,"right",200,1082,109.391,0,0,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,5,"right",1100,328,109.391,0,0,5,1,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,9,"right",200,549,109.391,0,1,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,10,"right",200,489,109.391,0,1,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,2,"left",1100,343,109.391,1,1,2,5,3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,1,"left",1100,403,109.391,0,0,5,1,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,5,"right",1100,629,109.391,1,0,1,5,4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,7,"right",200,797,109.391,0,1,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,9,"right",200,599,109.391,0,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,10,"right",1100,906,109.391,0,0,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,6,"left",1100,1606,109.391,1,1,6,9,3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,8,"right",200,1126,109.391,1,0,5,8,3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,8,5,"left",200,1131,109.391,1,0,5,8,3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,5,"left",200,1407,109.391,0,0,9,5,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,1,"right",1100,423,109.391,1,1,1,1,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,4,"left",1100,824,109.391,1,0,4,5,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,7,6,"left",1100,561,109.391,0,0,7,6,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,2,7,"right",200,692,109.391,1,0,2,7,5,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,10,"right",200,898,109.391,0,0,10,9,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,8,"left",1100,832,109.391,1,0,8,9,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,9,"right",200,853,109.391,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,8,"right",200,564,109.391,0,0,8,3,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,5,"right",200,544,109.391,0,0,5,1,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,8,7,"left",200,1572,109.391,1,1,7,8,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,7,8,"right",200,1926,109.391,1,0,7,8,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,3,"left",1100,2145,109.391,1,0,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,6,"right",1100,4131,109.391,1,0,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,4,6,"right",1100,908,109.391,0,0,6,4,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,4,"left",200,1201,109.391,1,0,4,6,2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,9,"right",1100,1178,109.391,1,0,5,9,4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,2,"right",1100,756,109.391,0,0,2,1,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,10,"right",200,799,109.391,0,0,10,3,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,3,"left",1100,473,109.391,1,0,3,5,2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,1,"left",1100,575,109.391,0,0,5,1,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,4,2,"left",200,722,109.391,0,0,4,2,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,7,"right",200,903,109.391,1,0,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,3,"right",200,700,109.391,0,0,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,10,"right",1100,297,109.391,0,1,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,10,"right",200,296,109.391,0,0,10,3,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,10,"right",1100,366,109.391,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,9,"right",1100,321,109.391,0,0,9,9,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,4,"left",200,2966,109.391,1,0,4,5,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,7,1,"left",200,1583,109.391,0,1,7,1,-6,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,2,"left",1100,864,109.391,0,0,6,2,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,7,"left",1100,335,109.391,0,0,10,7,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,6,"left",200,476,109.391,0,1,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,3,8,"right",200,786,109.391,1,0,3,8,5,0.0225846925972397,1067.24709302326,871.000777932449
1,6,8,8,"right",1100,451,109.391,0,1,8,8,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,9,"left",1100,411,109.391,1,0,9,10,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,9,1,"left",200,469,109.391,0,1,9,1,-8,0.0225846925972397,1067.24709302326,871.000777932449
1,6,2,5,"right",1100,363,109.391,1,0,2,5,3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,5,"right",1100,311,109.391,0,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,5,"right",200,1021,109.391,0,0,5,6,1,0.0225846925972397,1067.24709302326,871.000777932449
1,6,5,2,"left",200,1485,109.391,1,0,2,5,3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,2,10,"right",200,994,109.391,1,0,2,10,8,0.0225846925972397,1067.24709302326,871.000777932449
1,6,4,6,"right",1100,372,109.391,0,0,6,4,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,6,6,9,"right",1100,535,109.391,0,0,9,6,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,10,"right",200,435,109.391,0,0,10,10,0,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,3,"left",200,1427,109.391,1,0,3,10,7,0.0225846925972397,1067.24709302326,871.000777932449
1,6,2,6,"right",200,1899,109.391,1,0,2,6,4,0.0225846925972397,1067.24709302326,871.000777932449
1,6,10,2,"left",200,1120,109.391,1,0,2,10,8,0.0225846925972397,1067.24709302326,871.000777932449
1,6,2,9,"right",1100,676,109.391,1,0,2,9,7,0.0225846925972397,1067.24709302326,871.000777932449
1,6,1,10,"right",200,507,109.391,0,0,10,1,-9,0.0225846925972397,1067.24709302326,871.000777932449
1,6,8,4,"left",200,929,109.391,1,0,4,8,4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,8,1,"left",200,1181,137.617,1,0,1,8,7,0.0225846925972397,1067.24709302326,871.000777932449
1,7,10,6,"left",1100,415,137.617,0,0,10,6,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,6,3,"left",1100,352,137.617,0,0,6,3,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,2,"left",200,1011,137.617,0,0,3,2,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,5,"left",200,924,137.617,0,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,5,"left",1100,497,137.617,0,0,5,5,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,5,"left",200,607,137.617,0,1,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,10,"right",1100,449,137.617,1,0,9,10,1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,8,1,"left",1100,1072,137.617,1,0,1,8,7,0.0225846925972397,1067.24709302326,871.000777932449
1,7,1,3,"right",200,1150,137.617,1,0,1,3,2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,2,3,"right",1100,1105,137.617,0,0,3,2,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,4,4,"right",200,862,137.617,0,0,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,4,6,"right",1100,677,137.617,0,0,6,4,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,1,"left",200,8580,137.617,1,0,1,7,6,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,7,"right",1100,2375,137.617,1,0,3,7,4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,9,"right",200,624,137.617,0,0,9,5,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,7,"right",1100,757,137.617,1,0,5,7,2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,3,"left",200,920,137.617,1,0,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,2,"left",1100,444,137.617,0,1,9,2,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,4,"left",1100,445,137.617,0,0,9,4,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,7,10,8,"left",200,885,137.617,0,0,10,8,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,9,"left",1100,707,137.617,0,0,9,9,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,2,1,"left",1100,408,137.617,0,0,2,1,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,6,"left",200,650,137.617,0,0,7,6,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,1,"left",200,769,137.617,0,0,3,1,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,9,"right",1100,308,137.617,1,0,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,7,4,8,"right",1100,353,137.617,0,0,8,4,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,10,"right",200,605,137.617,0,0,10,7,-3,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,3,"right",1100,302,137.617,0,0,3,3,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,6,"left",200,1388,137.617,1,0,6,7,1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,2,"left",1100,405,137.617,0,1,7,2,-5,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,9,"right",200,1551,137.617,1,0,3,9,6,0.0225846925972397,1067.24709302326,871.000777932449
1,7,10,3,"left",1100,1041,137.617,1,1,3,10,7,0.0225846925972397,1067.24709302326,871.000777932449
1,7,2,2,"left",200,1617,137.617,0,0,2,2,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,1,9,"right",1100,777,137.617,1,0,1,9,8,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,10,"right",1100,571,137.617,0,0,10,3,-7,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,6,"left",1100,990,137.617,1,1,6,9,3,0.0225846925972397,1067.24709302326,871.000777932449
1,7,9,7,"left",200,608,137.617,0,1,9,7,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,2,"left",1100,856,137.617,0,0,3,2,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,1,8,"right",1100,303,137.617,1,0,1,8,7,0.0225846925972397,1067.24709302326,871.000777932449
1,7,2,1,"left",1100,1277,137.617,1,0,1,2,1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,4,4,"right",200,899,137.617,1,1,4,4,0,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,7,"right",1100,408,137.617,0,0,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,7,"right",200,586,137.617,0,1,7,5,-2,0.0225846925972397,1067.24709302326,871.000777932449
1,7,2,3,"right",1100,436,137.617,0,0,3,2,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,4,"right",1100,373,137.617,0,1,4,3,-1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,5,9,"right",200,664,137.617,0,0,9,5,-4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,7,2,"left",1100,895,137.617,1,0,2,7,5,0.0225846925972397,1067.24709302326,871.000777932449
1,7,6,1,"left",1100,938,137.617,1,0,1,6,5,0.0225846925972397,1067.24709302326,871.000777932449
1,7,3,6,"right",200,1022,137.617,1,0,3,6,3,0.0225846925972397,1067.24709302326,871.000777932449
1,7,6,2,"left",1100,830,137.617,1,1,2,6,4,0.0225846925972397,1067.24709302326,871.000777932449
1,7,1,7,"right",200,751,137.617,1,0,1,7,6,0.0225846925972397,1067.24709302326,871.000777932449
1,7,2,1,"left",200,1402,137.617,1,1,1,2,1,0.0225846925972397,1067.24709302326,871.000777932449
1,7,8,1,"left",1100,1802,137.617,0,0,8,1,-7,0.0225846925972397,1067.24709302326,871.000777932449
